rear_left_wheel,rear_right_wheel
-0.0021175786760183613,-0.002116576943792303
-0.002118240740357713,-0.0021172388658472485
-0.002118902804697065,-0.00211790078790397
-0.0021195648690417457,-0.00211856270995181
-0.002120226933393532,-0.0021192246319925445
-0.0021208889977364365,-0.0021198865540421608
-0.00212155106208467,-0.0021205484760793425
-0.0021222131264027055,-0.0021212103981467223
-0.0021228751907189647,-0.002121872320208773
-0.0021235372550441056,-0.0021225342422637183
-0.002124199319362141,-0.0021231961643239927
-0.002124861383692611,-0.0021238580863700562
-0.002125523448023081,-0.0021245200084143434
-0.0021261855123606566,-0.002125181930449749
-0.0021268475767053374,-0.002125843852474496
-0.0021275096410358074,-0.0021265057745152305
-0.0021281717053662774,-0.0021271676965577413
-0.0021288337696825366,-0.0021278296186109102
-0.0021294958339987957,-0.0021284915406605265
-0.0021301578983381475,-0.0021291534626799447
-0.0021440612491376854,-0.002143053825151675
-0.002152668085042997,-0.0021516588113614787
-0.0021599507923371064,-0.0021589399533494813
-0.0021698817566617734,-0.002168868783132716
-0.002178488592202932,-0.002177473768843363
-0.0021864333633816457,-0.0021854168324209056
-0.002193054005915407,-0.002192036051972046
-0.0022003367126215423,-0.0021993171933578637
-0.0022076194192282017,-0.002206598334631771
-0.002215564189985919,-0.0022145413976977224
-0.002222846896317243,-0.00222182253879577
-0.0022301296025846185,-0.002229103679733946
-0.0022374123086867925,-0.0022363848206081727
-0.002240060565433133,-0.002239032508156491
-0.002240722629614389,-0.002239694430046235
-0.0022413846937974213,-0.002240356351928874
-0.002242046757987559,-0.002241018273804407
-0.0022427088221741442,-0.0022416801956817167
-0.002243370886358953,-0.00224234211755725
-0.0022440329505366563,-0.0022430040394398887
-0.002244695014716136,-0.0022436659613171983
-0.0022453570788956156,-0.002244327883194508
-0.0022460191430768717,-0.002244989805064712
-0.0022466812072510223,-0.0022456517269420218
-0.0022473432714233965,-0.0022463136488193314
-0.0022480053355993235,-0.002246975570691312
-0.0022486673997699214,-0.0022476374925632925
-0.0022493294639422956,-0.002248299414429944
-0.0022499915281075644,-0.002248961336303701
-0.0022506535922852677,-0.0022496232581667996
-0.0022513156564683,-0.0022502851800210166
-0.0022519777206424507,-0.0022509471018841154
-0.0022526397848183777,-0.002251609023741885
-0.0022533018489836465,-0.0022522709456085366
-0.0022539639131489153,-0.002252932867475188
-0.0022546259773124078,-0.002253594789338287
-0.0022552880414776766,-0.0022542567111996092
-0.0022559501056482745,-0.0022549186330538262
-0.0022566121698082142,-0.002255580554916925
-0.0022572742339699303,-0.002256242476776471
-0.0022579362981280937,-0.002256904398636017
-0.002258598362286257,-0.002257566320493787
-0.002259260426437315,-0.002258228242355109
-0.0022599224905919257,-0.0022588901642111026
-0.0022605845547483128,-0.0022595520860653195
-0.0022612466189135816,-0.002260214007907102
-0.0022619086830788504,-0.0022608759297488845
-0.0022625707472441192,-0.0022615378515888906
-0.00226323281139873,-0.0022621997734377786
-0.002263894875560446,-0.0022628616952777847
-0.002264556939711504,-0.002263523617128449
-0.002265219003862562,-0.002264185538972008
-0.002265881068010067,-0.0022648474608191194
-0.0022665431321593488,-0.0022655093826644546
-0.002267205196306854,-0.0022661713045097898
-0.0022678672604596883,-0.002266833226344467
-0.00226852932460897,-0.002267495148184473
-0.002269191388754699,-0.002268157070024479
-0.0022698534528950987,-0.002268818991864485
-0.002270515517033722,-0.0022694809137062677
-0.0022711775811723456,-0.002270142835546274
-0.0022718396453127454,-0.0022708047573827272
-0.0022725017094602507,-0.0022714666792120752
-0.0022731637736059795,-0.002272128601039647
-0.002273825837744603,-0.002272790522874324
-0.0022744879018885555,-0.0022734524447018956
-0.002275149966032508,-0.002274114366524138
-0.0022758120301764606,-0.002274776288348157
-0.0022764740943133077,-0.002275438210172176
-0.0022771361584430494,-0.0022761001320086294
-0.0022777982225798965,-0.0022767620538326483
-0.002278460286707862,-0.0022774239756619963
-0.00227912235083938,-0.002278085897489568
-0.0022797844149637925,-0.002278747819318916
-0.002280446479097087,-0.0022794097411411585
-0.0022811085432321576,-0.002280071662958072
-0.0022817706073583466,-0.002280733584782091
-0.002282432671482759,-0.0022813955066043334
-0.002283094735608948,-0.002282057428421247
-0.0022837567997315844,-0.002282719350241713
-0.0022844188638542207,-0.002283381272060403
-0.0022850809279786333,-0.0022840431938737638
-0.002285742992099493,-0.0022847051156906772
-0.002286405056229235,-0.0022853670374951562
-0.002287067120351871,-0.0022860289593067407
-0.002287729184472731,-0.002286690881118325
-0.002288391248593591,-0.002287352802926357
-0.0022890533127073454,-0.002288014724741494
-0.002289715376826429,-0.0022886766465477493
-0.002290377440938407,-0.0022893385683593337
-0.0022910395050574905,-0.00229000049016026
-0.0022917015691694687,-0.002290662411964739
-0.002292363633283223,-0.002291324333769218
-0.002293025697393425,-0.002291986255573697
-0.002293687761505403,-0.0022926481773746232
-0.002294349825612052,-0.0022933100991791022
-0.002295011889722254,-0.002293972020978252
-0.002295673953834232,-0.0022946339427738494
-0.0022963360179337755,-0.0022952958645801047
-0.002296998082038648,-0.0022959577863828073
-0.002297660146143521,-0.002296619708180181
-0.0022983222102483936,-0.002297281629975778
-0.0022989842743585953,-0.0022979435517660463
-0.002299646338458139,-0.00229860547356342
-0.002300308402564788,-0.002299267395353688
-0.0023009704666678843,-0.0022999293171404034
-0.002301632530772757,-0.002300591238927119
-0.0023022945948776297,-0.0023012531607102815
-0.0023029566589789496,-0.002301915082496997
-0.002303618723073164,-0.0023025770042890414
-0.002304280787169155,-0.0023032389260775332
-0.0023049428512686987,-0.0023039008478589196
-0.0023056049153646896,-0.0023045627696438586
-0.002306266979458904,-0.0023052246914270214
-0.002306929043549566,-0.002305886613210184
-0.0023075911076437805,-0.002306548534989794
-0.002308253171737995,-0.0023072104567658513
-0.002308915235823328,-0.0023078723785525668
-0.0023095772999175423,-0.0023085343003268477
-0.0023102393640010987,-0.0023091962221100104
-0.0023109014280917606,-0.0023098581438860677
-0.0023115634921770933,-0.002310520065662125
-0.0023122255562642025,-0.002311181987436406
-0.002312887620349535,-0.002311843909210687
-0.0023135496844384207,-0.0023125058309796387
-0.0023142117485202007,-0.0023131677527539196
-0.0023148738126019808,-0.0023138296745282005
-0.0023155358766873135,-0.0023144915962935997
-0.002316197940760212,-0.0023151535180678806
-0.002316860004843768,-0.002315815439835056
-0.002317522068923772,-0.0023164773616022316
-0.0023181841330091046,-0.0023171392833623017
-0.00231884619707845,-0.0023178012051348063
-0.002319508261158454,-0.0023184631268948763
-0.0023201703252331285,-0.0023191250486567228
-0.0023208323893060268,-0.002319786970422122
-0.0023214944533807014,-0.002320448892182192
-0.0023221565174535996,-0.002321110813942262
-0.0023228185815300506,-0.0023217727356952267
-0.002323480645599396,-0.0023224346574535204
-0.0023241427096740708,-0.0023230965792047087
-0.002324804773746969,-0.0023237585009576733
-0.002325466837812762,-0.002324420422710638
-0.0023261289018838838,-0.00232508234446005
-0.002326790965942571,-0.0023257442662183436
-0.0023274530300119167,-0.0023264061879677556
-0.002328115094075933,-0.002327068109718944
-0.002328777158141726,-0.0023277300314665794
-0.0023294392222057425,-0.002328391953214215
-0.002330101286269759,-0.0023290538749618506
-0.002330763350335552,-0.0023297157967059334
-0.0023314254143960156,-0.00233037771844824
-0.0023320874784529266,-0.002331039640194099
-0.0023327495425098377,-0.0023317015619417347
-0.0023334116065649724,-0.0023323634836858176
-0.0023340736706236598,-0.0023330254054245714
-0.002334735734682347,-0.002333687327163325
-0.002335397798737482,-0.002334349248902079
-0.00233605986279084,-0.00233501117063728
-0.002336721926840646,-0.00233567309237781
-0.0023373839908904515,-0.0023363350141147876
-0.0023380460549420334,-0.002336996935851765
-0.0023387081189936154,-0.0023376588575851898
-0.0023393701830451974,-0.0023383207793150618
-0.002340032247095003,-0.0023389827010484865
-0.0023406943111430323,-0.0023396446227783585
-0.002341356375183956,-0.0023403065445135596
-0.0023420184392284327,-0.0023409684662434316
-0.0023426805032729092,-0.0023416303879733036
-0.0023433425673173858,-0.002342292309699623
-0.002344004631360086,-0.002342954231425942
-0.0023446666954045625,-0.002343616153150485
-0.0023453287594472627,-0.0023442780748732517
-0.0023459908234881865,-0.0023449399965960183
-0.0023466528875255577,-0.002345601918318785
-0.002347314951564705,-0.0023462638400379987
-0.0023479770156020763,-0.0023469257617572126
-0.0023486390796394474,-0.0023475876834764264
-0.0023493011436768185,-0.002348249605193864
-0.002349963207705308,-0.0023489115269166305
-0.0023506252717391263,-0.002349573448634068
-0.0023512873357729447,-0.002350235370353282
-0.002351949399801434,-0.002350897292074272
-0.0023526114638316997,-0.002351559213793486
-0.002353273527869071,-0.0023522211355073708
-0.0023539355918993365,-0.002352883057223032
-0.0023545976559313786,-0.002353544978933364
-0.0023552597199616443,-0.0023542069006454724
-0.0023559217839883573,-0.0023548688223558045
-0.0023565838480150703,-0.002355530744062584
-0.0023572459120382305,-0.0023561926657746923
-0.0023579079760596144,-0.0023568545874814717
-0.0023585700400809984,-0.0023575165091918038
-0.002359232104105935,-0.0023581784308950304
-0.0023598941681290952,-0.002358840352603586
-0.00236055623214515,-0.0023595022743103655
-0.002361218296166534,-0.0023601641960153685
-0.002361880360187918,-0.002360826117716819
-0.002362542424209302,-0.0023614880394164928
-0.0023632044882253567,-0.002362149961117943
-0.002363866552243188,-0.0023628118828140643
-0.0023645286162539136,-0.0023634738045190673
-0.002365190680268192,-0.0023641357262151885
-0.0023658527442806943,-0.002364797647913086
-0.0023665148082931964,-0.002365459569607431
-0.002367176872302146,-0.002366121491303552
-0.0023678389363128716,-0.002366783412997897
-0.0023685010003182683,-0.0023674453346957947
-0.0023691630643307704,-0.0023681072563848105
-0.0023698251283326144,-0.0023687691780809317
-0.002370487192341564,-0.0023694310997735
-0.002371149256345184,-0.002370093021467845
-0.0023718113203488045,-0.0023707549431604136
-0.002372473384354201,-0.0023714168648494294
-0.0023731354483631506,-0.0023720787865348925
-0.0023737975123596655,-0.002372740708227461
-0.002374459576363286,-0.002373402629912924
-0.0023751216403598008,-0.002374064551603716
-0.0023757837043598684,-0.0023747264732909557
-0.0023764457683617124,-0.002375388394972866
-0.002377107832356451,-0.002376050316658329
-0.0023777698963565186,-0.0023767122383402395
-0.0023784319603530335,-0.002377374160023926
-0.002379094024347772,-0.0023780360817058366
-0.0023797560883425106,-0.0023786980033859706
-0.00238041815233192,-0.0023793599250714337
-0.0023810802163266587,-0.002380021846748015
-0.0023817422803213972,-0.0023806837684263726
-0.002382404344312583,-0.002381345690102954
-0.0023830664082966635,-0.002382007611783088
-0.0023837284722825203,-0.002382669533463222
-0.0023843905362754825,-0.002383331455132698
