rear_left_wheel,rear_right_wheel
26.36671487084234,27.16684722675634
26.475862153505982,27.279871381805236
26.585039070520814,27.39286428931772
26.694188696066465,27.50587259943018
26.80333596685499,27.618877024519243
26.912490085705294,27.731870465946567
27.02164968481194,27.84485469951264
27.1307924269813,27.957849464530025
27.23981757452009,28.070940166119158
27.34884812791466,28.184030438715165
27.45788160913483,28.2971218621312
27.566902762441174,28.410227312939917
27.67595134434186,28.52331488959692
27.78500256647461,28.636404619812996
27.894056551184352,28.74949715971468
28.00310480411181,28.862600113807844
28.112156067335306,28.975706918414062
28.221208244316635,29.088819332670308
28.330274967062508,29.201925939044617
28.43932113265926,29.315054977319477
29.96566903223561,30.899106534391223
31.273059947028937,32.25731024492109
32.252914570639845,33.277017914914396
33.668221775130434,34.749456159099736
34.756068335435195,35.88304317052206
35.73552520767394,36.90318275714689
36.7139285941626,37.92377507720789
37.69256610025706,38.94439438623795
38.67070842621645,39.965697255111806
39.648581601214396,40.986919441397944
40.62632040057419,42.00849351995826
41.712815215262836,43.14388847227849
42.69026566215852,44.1658443655791
43.77619221077913,45.301358432232156
44.862022790224074,46.43696284190807
45.947959864158165,47.57257787966144
47.25120631006832,48.93548715812907
48.22894934342674,49.95773736686137
49.206734146707504,50.98002615871339
50.18446272675783,52.00165695194662
50.29313714507947,52.11511054169006
50.401765997206574,52.2285935260856
50.51039381197455,52.342075762112785
50.61901692189208,52.45556203101278
50.72764136982351,52.569050340440334
50.836267954952,52.68254242876036
50.94489868842345,52.79603892131676
51.05355525104621,52.90952443823797
51.27089824948876,53.136502116192
51.379578633029894,53.249999654905174
51.48826767681195,53.36350068010714
51.59696209592711,53.47700641740695
51.70569596355799,53.590488257270295
51.81443170054342,53.703972330076034
51.923171799375226,53.81745538009342
52.03192670080196,53.93092727629745
52.14065484898889,54.04441872935031
52.24938210332172,54.15790954070706
52.358117498223706,54.2713909116822
52.46685810804128,54.38486342812752
52.575584341075135,54.498341199160855
52.684306871770275,54.611815356250354
52.79304251687181,54.7252712648168
52.90177260633884,54.83872182027363
53.01050631122243,54.95215943437659
53.11923362696059,55.06559180304215
53.227951889747544,55.179022572274064
53.33666281761853,55.29245156998024
53.44536780314853,55.40587998755539
53.55408213841487,55.51929902943454
53.66279140371712,55.632722768118754
53.771507086922576,55.74615492517435
53.88025308553664,55.85960938125752
53.98903335557304,55.97309898869079
54.097843494493894,56.086606669822864
54.206668689992995,56.20012851421245
54.315504187369854,56.31366281295869
54.42437797055017,56.42715569622908
54.533209782318735,56.54065783832826
54.64208666612444,56.654123672748256
54.750950610216215,56.76758358479982
54.85980271349685,56.88102716743134
54.96864644062254,56.99445732975563
55.07752236931009,57.10784748536784
55.18637618382387,57.22124065511685
55.29522373726009,57.33462718481167
55.40406089722736,57.448010523119954
55.512891723837626,57.56138735337392
55.62171600058599,57.67475720926915
55.73053343325728,57.78811965005271
55.839351901478395,57.90146776706649
55.948183013569796,58.01479151104266
56.056987773849876,58.12812147588718
56.16578604496736,58.241443900671655
56.27459559168804,58.35474592076406
56.383407485131556,58.46803634794778
56.49221923832903,58.58132035902517
56.60107422762569,58.6945668313973
56.70992812217175,58.80781373089285
57.90785035417878,60.053943419234805
58.88869283341691,61.073407801020124
58.99768952860248,61.18660071739558
60.30542514938664,62.544681470674746
61.28811426342461,63.564038054593524
62.27032914043331,64.5817379543074
63.252480088958634,65.59854986776556
63.36170187850351,65.71150664710439
63.4709196573692,65.82448828034087
63.5801504781008,65.93748242060104
63.689402742749095,66.05048136573998
63.7986985672244,66.16346473565743
63.90797503756031,66.27648110135966
64.0172602263538,66.38950538263299
64.12657171422552,66.50251817697415
64.23588533317825,66.61553367149722
64.34520015842489,66.7285476026684
64.45453408658847,66.84153965978244
64.56382836846285,66.95455273979192
64.67311448278923,67.06755810058911
64.7823995009591,67.18054565360639
64.89170922052091,67.29349040609075
65.43830441130443,67.85781399173274
65.547631933394,67.97061048290823
65.6569096984234,68.08343855697882
65.7661833667939,68.19626830178527
65.8754663194447,68.30908884033089
65.9847878458204,68.42188051401399
66.09408929728606,68.5346994668517
66.20338284988674,68.64751162761046
66.31267850326931,68.76030955968983
66.42202009255,68.87311810896027
66.53138305912087,68.98598139238297
66.64080298602137,69.0989027561479
66.7503049075073,69.21187501538583
66.85986711158282,69.32482447112196
66.96937309153346,69.43777112489634
67.0789351777639,69.55059056020363
67.18848483219747,69.66339384653458
67.2980255615616,69.7761977745731
67.40754009404134,69.88901869346917
67.51707053241795,70.00181787559703
67.6265716759113,70.11462795547423
67.73609114642981,70.22740541330447
67.8455613442987,70.34020240129209
67.95501951494501,70.4529865719403
68.0644848293088,70.56573937877539
68.17393622912678,70.67847729087977
68.72110242125137,71.2419196241561
68.83051481258462,71.35459168135323
68.93992271621275,71.46726906103382
69.04937424961047,71.57991643811985
69.15880093277653,71.69259550632361
69.81620786037666,72.36834866196273
69.92583616042079,72.48100379746792
70.03545382886054,72.59368828409106
70.14508181999047,72.70638219007762
70.25471299379477,72.81908707004467
70.3643490317072,72.93179651526478
70.47398581380745,73.04450817238794
70.91250953412683,73.49528311294146
71.02218585494165,73.60788778946043
71.13179048053382,73.72052513361105
71.241381570203,73.83314762717642
71.35095904985684,73.94575541255726
71.46062834937192,74.05825272404685
72.00873844943476,74.62074768873558
72.11839820509857,74.73321066464678
72.22801763595112,74.8457173748067
72.33764236009276,74.95823432232864
72.44729117982433,75.07074316942054
72.5570054527106,75.18321664781128
72.6666896621022,75.29574902057988
72.77637585565904,75.40828613240302
72.88607583332939,75.5208362825438
72.99579241081003,75.63340085799345
73.10552340392115,75.74597696085301
74.53312386072015,77.20820893249281
75.52087678849554,78.21944780990474
76.62004270709446,79.34306547408144
77.71950511806519,80.46627383412661
78.92945820824842,81.70005036358558
80.03028178208623,82.82263873381272
81.02135435802538,83.8315065898293
82.12220704419032,84.95210500645098
83.225064451941,86.07258846183616
84.32687465214124,87.19270049891921
85.31943350049647,88.19983571084828
86.75410633714392,89.65543441075765
87.63693766151817,90.54962854080841
88.63014646436474,91.55624533657912
89.73542423535673,92.67429488831813
90.72929692545144,93.6798306663576
90.83971054330456,93.79155534508708
90.95013179653112,93.90328838613455
91.06067325833072,94.01492761566097
91.17122432715277,94.12657724483925
91.28180206872717,94.23822427151451
91.39233195784638,94.34993941752917
91.50295369475535,94.46159343208348
91.61351908996738,94.57332257053011
91.72416806942977,94.68499613034898
91.83474580240994,94.79675448687597
